river,n_cell,value,sd,measure,buffer,year,source
Kokamotsu,4,21.761249,1.002443,sst,50km,2006,modis
Mogusa,22,21.647045,1.048425,sst,50km,2006,modis
Oyobe,58,21.200086,1.337658,sst,50km,2006,modis
Shiotomari,266,18.919812,1.085178,sst,50km,2006,modis
Haraki,86,18.398546,0.721225,sst,50km,2006,modis
Hidakahorobetsu,298,17.323137,1.453852,sst,50km,2006,modis
Nikanbetsu,123,15.984187,1.358303,sst,50km,2006,modis
Utabetsu,69,16.367681,1.195907,sst,50km,2006,modis
Nishibetsu,314,13.382309,2.019579,sst,50km,2007,modis
Onnebetsu,307,17.231742,1.19639,sst,50km,2007,modis
Okushibetsu,23,17.618695,1.817642,sst,50km,2007,modis
Yamubetsu,44,16.924659,1.426618,sst,50km,2007,modis
Horonai,260,16.888,1.440473,sst,50km,2007,modis
Shimonaefutoro,368,16.265992,2.662484,sst,50km,2007,modis
Masuhoro,99,17.548434,1.829261,sst,50km,2007,modis
Nobusha,227,19.847599,0.849602,sst,50km,2007,modis
Shokanbetsu,34,19.543235,0.84509,sst,50km,2007,modis
Atsuta,109,19.925733,0.977939,sst,50km,2007,modis
Shakotan,356,19.417387,0.819231,sst,50km,2007,modis
Yobetsu,44,19.121818,0.605297,sst,50km,2007,modis
Furuu,42,19.341785,1.710297,sst,50km,2007,modis
Tomari,208,19.333413,1.137619,sst,50km,2007,modis
Chihase,24,18.568333,0.420349,sst,50km,2007,modis
Sukki,102,18.796127,1.005161,sst,50km,2007,modis
Toshibetsu,84,19.493928,1.379792,sst,50km,2007,modis
Futoro,20,19.288999,0.355948,sst,50km,2007,modis
Usubetsu,89,19.47573,0.544265,sst,50km,2007,modis
Kenichi,39,19.772307,1.174521,sst,50km,2007,modis
Toppu,39,19.699102,1.670448,sst,50km,2007,modis
Hime,12,19.582916,1.323646,sst,50km,2007,modis
Ishizaki,180,19.796222,1.166263,sst,50km,2007,modis
Ookamotsu,113,20.433761,0.728881,sst,50km,2007,modis
Kokamotsu,4,20.8575,0.911136,sst,50km,2007,modis
Mogusa,22,20.497727,1.131806,sst,50km,2007,modis
Oyobe,59,20.311864,1.824337,sst,50km,2007,modis
Shiotomari,264,18.921894,1.102078,sst,50km,2007,modis
Haraki,86,18.500348,0.542741,sst,50km,2007,modis
Hidakahorobetsu,292,17.137551,1.93468,sst,50km,2007,modis
Nikanbetsu,123,14.277439,1.979597,sst,50km,2007,modis
Utabetsu,69,14.801232,2.139594,sst,50km,2007,modis
Nishibetsu,326,14.214708,1.68655,sst,50km,2008,modis
Onnebetsu,308,15.054772,1.622888,sst,50km,2008,modis
Okushibetsu,23,15.500217,1.734969,sst,50km,2008,modis
Yamubetsu,42,14.395476,2.111746,sst,50km,2008,modis
Horonai,260,16.136211,1.26417,sst,50km,2008,modis
Shimonaefutoro,364,15.948255,3.3803,sst,50km,2008,modis
Masuhoro,99,17.695858,1.543512,sst,50km,2008,modis
Nobusha,227,19.076255,0.568032,sst,50km,2008,modis
Shokanbetsu,34,19.101911,0.368885,sst,50km,2008,modis
Atsuta,110,19.242,0.539898,sst,50km,2008,modis
Shakotan,356,19.227205,0.632524,sst,50km,2008,modis
Yobetsu,44,19.49034,0.566959,sst,50km,2008,modis
Furuu,40,18.881249,0.755012,sst,50km,2008,modis
Tomari,211,18.752037,0.958296,sst,50km,2008,modis
Chihase,24,19.257291,0.650967,sst,50km,2008,modis
Sukki,102,19.2725,0.601853,sst,50km,2008,modis
Toshibetsu,86,19.364883,0.945937,sst,50km,2008,modis
Futoro,20,19.401,0.60416,sst,50km,2008,modis
Usubetsu,90,19.319833,0.879585,sst,50km,2008,modis
Kenichi,39,18.622692,1.717801,sst,50km,2008,modis
Toppu,39,19.942307,1.583884,sst,50km,2008,modis
Hime,10,19.381999,0.563064,sst,50km,2008,modis
Ishizaki,180,19.874444,1.242675,sst,50km,2008,modis
Ookamotsu,114,20.898026,0.82577,sst,50km,2008,modis
Kokamotsu,4,20.64625,1.005892,sst,50km,2008,modis
Mogusa,22,21.016818,1.000362,sst,50km,2008,modis
Oyobe,59,20.931101,1.342937,sst,50km,2008,modis
Shiotomari,261,17.97659,1.429845,sst,50km,2008,modis
Haraki,86,17.635813,0.990605,sst,50km,2008,modis
Hidakahorobetsu,296,14.799172,1.93336,sst,50km,2008,modis
Nikanbetsu,122,12.661598,1.514569,sst,50km,2008,modis
Utabetsu,69,12.861304,1.804439,sst,50km,2008,modis
Nishibetsu,313,12.634712,2.309618,sst,50km,2009,modis
Onnebetsu,306,15.819738,1.300502,sst,50km,2009,modis
Okushibetsu,21,16.233095,1.2508,sst,50km,2009,modis
Yamubetsu,44,15.563636,1.539413,sst,50km,2009,modis
Horonai,257,15.582451,1.835696,sst,50km,2009,modis
Shimonaefutoro,367,15.050408,2.977136,sst,50km,2009,modis
Masuhoro,99,16.328888,1.707374,sst,50km,2009,modis
Nobusha,227,18.236475,0.780694,sst,50km,2009,modis
Shokanbetsu,34,18.12397,0.399735,sst,50km,2009,modis
Atsuta,109,18.097844,0.6771,sst,50km,2009,modis
Shakotan,354,17.75387,0.711108,sst,50km,2009,modis
Yobetsu,44,17.844545,0.564083,sst,50km,2009,modis
Furuu,40,18.252875,1.069174,sst,50km,2009,modis
Tomari,210,17.97619,0.994912,sst,50km,2009,modis
Chihase,24,17.957291,0.920201,sst,50km,2009,modis
Sukki,102,17.694166,0.696735,sst,50km,2009,modis
Toshibetsu,84,18.873333,0.910794,sst,50km,2009,modis
Futoro,20,18.69775,0.774216,sst,50km,2009,modis
Usubetsu,91,18.979835,1.26112,sst,50km,2009,modis
Kenichi,40,19.026625,1.910996,sst,50km,2009,modis
Toppu,40,19.886125,1.351834,sst,50km,2009,modis
Hime,12,19.527083,1.333246,sst,50km,2009,modis
Ishizaki,180,19.504027,1.196333,sst,50km,2009,modis
Ookamotsu,113,19.665177,0.59081,sst,50km,2009,modis
Kokamotsu,4,19.505,0.663052,sst,50km,2009,modis
Mogusa,22,19.622727,0.695372,sst,50km,2009,modis
Oyobe,58,19.130172,1.302734,sst,50km,2009,modis
Shiotomari,263,17.124239,1.928205,sst,50km,2009,modis
Haraki,86,16.371279,1.49416,sst,50km,2009,modis
Hidakahorobetsu,293,11.510989,1.856664,sst,50km,2009,modis
Nikanbetsu,122,11.117213,1.126261,sst,50km,2009,modis
Utabetsu,69,12.267971,1.115093,sst,50km,2009,modis
Nishibetsu,332,15.730708,1.831942,sst,50km,2010,modis
Onnebetsu,311,16.713858,1.164835,sst,50km,2010,modis
Okushibetsu,23,17.652608,2.897268,sst,50km,2010,modis
Yamubetsu,48,16.867604,1.540419,sst,50km,2010,modis
Horonai,264,17.903541,1.398404,sst,50km,2010,modis
Shimonaefutoro,362,18.8279,2.64644,sst,50km,2010,modis
Masuhoro,99,19.287979,1.149433,sst,50km,2010,modis
Nobusha,226,20.04938,0.975361,sst,50km,2010,modis
Shokanbetsu,36,19.779861,0.822556,sst,50km,2010,modis
Atsuta,109,20.362935,1.130696,sst,50km,2010,modis
Shakotan,354,20.454322,0.621506,sst,50km,2010,modis
Yobetsu,44,20.33375,0.47302,sst,50km,2010,modis
Furuu,40,20.404999,0.932953,sst,50km,2010,modis
Tomari,212,20.553066,1.128248,sst,50km,2010,modis
Chihase,24,20.78875,0.601008,sst,50km,2010,modis
Sukki,102,20.909607,0.436892,sst,50km,2010,modis
Toshibetsu,85,21.760117,0.879535,sst,50km,2010,modis
Futoro,20,21.869749,0.608127,sst,50km,2010,modis
Usubetsu,88,21.765227,0.963958,sst,50km,2010,modis
Kenichi,37,20.039729,1.896442,sst,50km,2010,modis
Toppu,39,21.560641,1.945084,sst,50km,2010,modis
Hime,12,22.779166,0.657938,sst,50km,2010,modis
Ishizaki,178,23.223089,0.731501,sst,50km,2010,modis
Ookamotsu,113,23.160398,0.446824,sst,50km,2010,modis
Kokamotsu,4,23.494999,0.195031,sst,50km,2010,modis
Mogusa,22,23.413636,0.746576,sst,50km,2010,modis
Oyobe,58,23.565689,1.025263,sst,50km,2010,modis
Shiotomari,264,21.131988,2.197964,sst,50km,2010,modis
Haraki,86,20.362616,1.785684,sst,50km,2010,modis
Hidakahorobetsu,303,17.672442,1.611926,sst,50km,2010,modis
Nikanbetsu,122,16.61709,1.439357,sst,50km,2010,modis
Utabetsu,69,17.854202,1.299672,sst,50km,2010,modis
Nishibetsu,326,14.486411,2.573452,sst,50km,2011,modis
Onnebetsu,304,17.433881,1.123321,sst,50km,2011,modis
Okushibetsu,20,18.57475,1.58291,sst,50km,2011,modis
Yamubetsu,44,17.70375,1.733189,sst,50km,2011,modis
Horonai,259,16.769324,1.30658,sst,50km,2011,modis
Shimonaefutoro,367,15.90391,3.489116,sst,50km,2011,modis
Masuhoro,99,17.956515,0.963506,sst,50km,2011,modis
Nobusha,229,20.240196,0.69443,sst,50km,2011,modis
Shokanbetsu,34,19.881323,0.587158,sst,50km,2011,modis
Atsuta,109,20.027156,1.104581,sst,50km,2011,modis
Shakotan,356,19.999424,0.666347,sst,50km,2011,modis
Yobetsu,44,19.879318,0.410672,sst,50km,2011,modis
Furuu,40,20.212374,0.72516,sst,50km,2011,modis
Tomari,209,19.20433,1.225743,sst,50km,2011,modis
Chihase,24,19.153541,1.445135,sst,50km,2011,modis
Sukki,102,18.799019,1.078309,sst,50km,2011,modis
Toshibetsu,85,19.328823,2.137437,sst,50km,2011,modis
Futoro,20,19.31025,0.477437,sst,50km,2011,modis
Usubetsu,89,18.774943,1.945134,sst,50km,2011,modis
Kenichi,38,18.311447,1.109126,sst,50km,2011,modis
Toppu,40,19.225999,1.578118,sst,50km,2011,modis
Hime,10,18.3985,1.300857,sst,50km,2011,modis
Ishizaki,180,18.846416,1.249395,sst,50km,2011,modis
Ookamotsu,113,19.30323,0.857988,sst,50km,2011,modis
Kokamotsu,4,19.966249,1.229747,sst,50km,2011,modis
Mogusa,22,19.555681,1.38061,sst,50km,2011,modis
Oyobe,58,19.622758,1.404105,sst,50km,2011,modis
Shiotomari,260,17.751673,1.548412,sst,50km,2011,modis
Haraki,86,17.894883,0.778717,sst,50km,2011,modis
Hidakahorobetsu,295,16.390152,1.7625,sst,50km,2011,modis
Nikanbetsu,123,14.684959,1.865115,sst,50km,2011,modis
Utabetsu,69,15.405652,1.856448,sst,50km,2011,modis
Nishibetsu,332,15.242364,1.618064,sst,50km,2012,modis
Onnebetsu,309,15.804352,1.46683,sst,50km,2012,modis
Okushibetsu,21,16.109047,1.93245,sst,50km,2012,modis
Yamubetsu,44,14.905681,1.675842,sst,50km,2012,modis
Horonai,259,15.684015,2.345324,sst,50km,2012,modis
Shimonaefutoro,369,18.159498,3.114775,sst,50km,2012,modis
Masuhoro,99,18.878232,1.011089,sst,50km,2012,modis
Nobusha,229,20.163034,0.904466,sst,50km,2012,modis
Shokanbetsu,34,20.454117,0.631442,sst,50km,2012,modis
Atsuta,110,20.777091,1.003432,sst,50km,2012,modis
Shakotan,357,20.187016,0.871753,sst,50km,2012,modis
Yobetsu,44,20.464431,0.487123,sst,50km,2012,modis
Furuu,42,20.789285,1.047839,sst,50km,2012,modis
Tomari,210,20.821309,1.047625,sst,50km,2012,modis
Chihase,24,20.471875,0.739882,sst,50km,2012,modis
Sukki,102,20.54446,0.65943,sst,50km,2012,modis
Toshibetsu,85,21.271882,1.075224,sst,50km,2012,modis
Futoro,20,21.593749,0.866842,sst,50km,2012,modis
Usubetsu,89,21.729663,0.687949,sst,50km,2012,modis
Kenichi,40,21.372624,1.899184,sst,50km,2012,modis
Toppu,40,22.121749,1.688444,sst,50km,2012,modis
Hime,12,20.704999,3.154429,sst,50km,2012,modis
Ishizaki,180,22.674388,1.129579,sst,50km,2012,modis
Ookamotsu,113,23.489646,1.109258,sst,50km,2012,modis
Kokamotsu,4,23.862499,0.690403,sst,50km,2012,modis
Mogusa,22,24.068181,1.026447,sst,50km,2012,modis
Oyobe,57,23.737192,1.256519,sst,50km,2012,modis
Shiotomari,263,21.577091,1.448714,sst,50km,2012,modis
Haraki,84,21.380059,0.872019,sst,50km,2012,modis
Hidakahorobetsu,305,19.805672,2.624644,sst,50km,2012,modis
Nikanbetsu,123,17.06691,2.693143,sst,50km,2012,modis
Utabetsu,69,18.417391,1.973353,sst,50km,2012,modis
Nishibetsu,337,14.300816,1.493123,sst,50km,2013,modis
Onnebetsu,310,15.184113,1.794717,sst,50km,2013,modis
Okushibetsu,23,13.127826,5.823257,sst,50km,2013,modis
Yamubetsu,46,12.855,3.189678,sst,50km,2013,modis
Horonai,262,14.250591,3.224585,sst,50km,2013,modis
Shimonaefutoro,362,16.201616,3.040129,sst,50km,2013,modis
Masuhoro,99,17.917373,1.472977,sst,50km,2013,modis
Nobusha,233,20.046845,1.149644,sst,50km,2013,modis
Shokanbetsu,36,18.952361,3.077892,sst,50km,2013,modis
Atsuta,108,19.553101,1.226751,sst,50km,2013,modis
Shakotan,354,20.033912,0.758169,sst,50km,2013,modis
Yobetsu,44,20.230568,0.861066,sst,50km,2013,modis
Furuu,42,20.788333,1.005413,sst,50km,2013,modis
Tomari,213,20.011948,1.183379,sst,50km,2013,modis
Chihase,24,19.636666,0.578044,sst,50km,2013,modis
Sukki,102,19.731813,0.826092,sst,50km,2013,modis
Toshibetsu,86,20.228139,1.894917,sst,50km,2013,modis
Futoro,20,20.09975,0.580697,sst,50km,2013,modis
Usubetsu,88,20.226022,1.261567,sst,50km,2013,modis
Kenichi,38,20.313947,1.298269,sst,50km,2013,modis
Toppu,39,20.681538,1.119457,sst,50km,2013,modis
Hime,10,20.157499,0.573159,sst,50km,2013,modis
Ishizaki,180,20.578972,1.766842,sst,50km,2013,modis
Ookamotsu,113,21.146415,1.051174,sst,50km,2013,modis
Kokamotsu,4,20.835,0.648508,sst,50km,2013,modis
Mogusa,22,21.383409,1.118089,sst,50km,2013,modis
Oyobe,59,22.007033,1.380661,sst,50km,2013,modis
Shiotomari,263,19.309829,1.519599,sst,50km,2013,modis
Haraki,86,18.496802,0.797658,sst,50km,2013,modis
Hidakahorobetsu,295,17.702186,1.4842,sst,50km,2013,modis
Nikanbetsu,123,15.943008,1.139387,sst,50km,2013,modis
Utabetsu,69,16.905145,0.72875,sst,50km,2013,modis
Nishibetsu,323,14.244829,1.590869,sst,50km,2014,modis
Onnebetsu,306,15.862353,1.1858,sst,50km,2014,modis
Okushibetsu,21,14.205,4.859397,sst,50km,2014,modis
Yamubetsu,44,14.427841,1.915145,sst,50km,2014,modis
Horonai,261,16.642701,1.598421,sst,50km,2014,modis
Shimonaefutoro,364,17.710563,2.401388,sst,50km,2014,modis
Masuhoro,99,18.781969,1.383801,sst,50km,2014,modis
Nobusha,227,19.682995,0.856351,sst,50km,2014,modis
Shokanbetsu,34,19.068676,0.58475,sst,50km,2014,modis
Atsuta,109,19.461972,0.899026,sst,50km,2014,modis
Shakotan,355,19.020788,0.791226,sst,50km,2014,modis
Yobetsu,44,19.004204,0.502934,sst,50km,2014,modis
Furuu,42,18.850357,3.110717,sst,50km,2014,modis
Tomari,209,19.650526,0.892643,sst,50km,2014,modis
Chihase,24,19.752291,0.812245,sst,50km,2014,modis
Sukki,102,19.721617,0.568287,sst,50km,2014,modis
Toshibetsu,85,20.073058,0.844171,sst,50km,2014,modis
Futoro,20,20.260499,0.598771,sst,50km,2014,modis
Usubetsu,91,20.09912,1.400548,sst,50km,2014,modis
Kenichi,39,19.553717,1.267497,sst,50km,2014,modis
Toppu,40,19.76375,1.689671,sst,50km,2014,modis
Hime,10,19.572,1.416258,sst,50km,2014,modis
Ishizaki,180,20.387444,1.58251,sst,50km,2014,modis
Ookamotsu,114,20.788333,0.860069,sst,50km,2014,modis
Kokamotsu,4,21.2,0.752704,sst,50km,2014,modis
Mogusa,22,21.192954,0.902681,sst,50km,2014,modis
Oyobe,58,20.817155,2.002597,sst,50km,2014,modis
Shiotomari,262,18.447919,1.110119,sst,50km,2014,modis
Haraki,86,18.384302,1.026298,sst,50km,2014,modis
Hidakahorobetsu,294,17.237534,1.540095,sst,50km,2014,modis
Nikanbetsu,122,15.106229,1.497764,sst,50km,2014,modis
Utabetsu,69,15.598695,1.154045,sst,50km,2014,modis
Nishibetsu,329,14.328267,2.005598,sst,50km,2015,modis
Onnebetsu,309,15.952006,1.163137,sst,50km,2015,modis
Okushibetsu,21,16.324523,1.649977,sst,50km,2015,modis
Yamubetsu,46,14.592934,2.742912,sst,50km,2015,modis
Horonai,263,16.02327,0.978968,sst,50km,2015,modis
Shimonaefutoro,376,16.659109,1.429323,sst,50km,2015,modis
Masuhoro,99,17.684747,1.291637,sst,50km,2015,modis
Nobusha,227,19.571453,0.86878,sst,50km,2015,modis
Shokanbetsu,34,19.539705,0.434504,sst,50km,2015,modis
Atsuta,110,19.167454,1.003235,sst,50km,2015,modis
Shakotan,359,19.3,1.18376,sst,50km,2015,modis
Yobetsu,44,19.541477,0.747217,sst,50km,2015,modis
Furuu,42,19.153333,1.534991,sst,50km,2015,modis
Tomari,211,19.180947,0.877846,sst,50km,2015,modis
Chihase,24,19.316041,0.610391,sst,50km,2015,modis
Sukki,102,19.353627,0.535531,sst,50km,2015,modis
Toshibetsu,85,19.620353,0.790464,sst,50km,2015,modis
Futoro,20,19.595499,0.593059,sst,50km,2015,modis
Usubetsu,89,20.194326,0.738817,sst,50km,2015,modis
Kenichi,37,19.558378,1.876164,sst,50km,2015,modis
Toppu,39,19.786153,1.191016,sst,50km,2015,modis
Hime,10,20.0445,0.954551,sst,50km,2015,modis
Ishizaki,183,20.336065,0.912862,sst,50km,2015,modis
Ookamotsu,114,20.930877,0.909974,sst,50km,2015,modis
Kokamotsu,4,20.73875,1.272406,sst,50km,2015,modis
Mogusa,22,20.773181,1.155946,sst,50km,2015,modis
Oyobe,60,20.197083,1.855766,sst,50km,2015,modis
Shiotomari,263,17.901159,1.20297,sst,50km,2015,modis
Haraki,86,17.548139,1.776723,sst,50km,2015,modis
Hidakahorobetsu,301,16.589701,1.63534,sst,50km,2015,modis
Nikanbetsu,123,14.6513,1.311323,sst,50km,2015,modis
Utabetsu,69,15.021087,0.946649,sst,50km,2015,modis
Nishibetsu,337,11.248694,2.133359,sst,50km,2016,modis
Onnebetsu,319,12.676912,1.6287,sst,50km,2016,modis
Okushibetsu,24,11.00875,4.324668,sst,50km,2016,modis
Yamubetsu,47,12.628617,2.764469,sst,50km,2016,modis
Horonai,262,15.170381,1.503909,sst,50km,2016,modis
Shimonaefutoro,373,16.491823,1.593246,sst,50km,2016,modis
Masuhoro,99,17.59303,0.710706,sst,50km,2016,modis
Nobusha,233,19.556395,0.851451,sst,50km,2016,modis
Shokanbetsu,36,18.773611,0.935623,sst,50km,2016,modis
Atsuta,111,19.191756,1.301813,sst,50km,2016,modis
Shakotan,359,18.809735,1.156125,sst,50km,2016,modis
Yobetsu,44,18.833409,1.050247,sst,50km,2016,modis
Furuu,44,19.084659,1.103486,sst,50km,2016,modis
Tomari,218,19.160344,1.144099,sst,50km,2016,modis
Chihase,24,19.565416,0.510369,sst,50km,2016,modis
Sukki,102,19.429607,0.547875,sst,50km,2016,modis
Toshibetsu,88,19.437102,1.517938,sst,50km,2016,modis
Futoro,20,19.619249,0.623352,sst,50km,2016,modis
Usubetsu,93,19.453387,1.367141,sst,50km,2016,modis
Kenichi,40,18.29225,1.76201,sst,50km,2016,modis
Toppu,42,19.561666,1.636361,sst,50km,2016,modis
Hime,12,20.182916,1.37579,sst,50km,2016,modis
Ishizaki,184,20.075706,1.45368,sst,50km,2016,modis
Ookamotsu,114,20.667324,0.670037,sst,50km,2016,modis
Kokamotsu,4,20.63125,0.848494,sst,50km,2016,modis
Mogusa,22,20.7575,0.836252,sst,50km,2016,modis
Oyobe,60,20.927583,1.554556,sst,50km,2016,modis
Shiotomari,268,17.954869,1.227731,sst,50km,2016,modis
Haraki,86,17.333314,0.424818,sst,50km,2016,modis
Hidakahorobetsu,306,16.007859,2.387219,sst,50km,2016,modis
Nikanbetsu,123,13.634146,2.083351,sst,50km,2016,modis
Utabetsu,69,14.371956,2.054426,sst,50km,2016,modis
Nishibetsu,25,2.485592,0.787518,chr_a,30km,1999,seawifs
Onnebetsu,35,1.194827,0.827245,chr_a,30km,1999,seawifs
Okushibetsu,8,1.228403,0.117254,chr_a,30km,1999,seawifs
Yamubetsu,6,1.319495,0.161733,chr_a,30km,1999,seawifs
Horonai,24,1.048761,0.206561,chr_a,30km,1999,seawifs
Shimonaefutoro,27,0.781123,0.306855,chr_a,30km,1999,seawifs
Masuhoro,14,0.759274,0.21599,chr_a,30km,1999,seawifs
Nobusha,25,0.936661,0.381937,chr_a,30km,1999,seawifs
Shokanbetsu,4,0.633068,0.036617,chr_a,30km,1999,seawifs
Atsuta,22,1.680208,0.898931,chr_a,30km,1999,seawifs
Shakotan,38,0.467779,0.121316,chr_a,30km,1999,seawifs
Yobetsu,7,0.47568,0.076287,chr_a,30km,1999,seawifs
Furuu,10,0.452001,0.101326,chr_a,30km,1999,seawifs
Tomari,30,0.448757,0.17295,chr_a,30km,1999,seawifs
Chihase,4,0.544013,0.073591,chr_a,30km,1999,seawifs
Sukki,16,0.523165,0.049282,chr_a,30km,1999,seawifs
Toshibetsu,10,0.566909,0.046373,chr_a,30km,1999,seawifs
Futoro,2,0.505823,0.024139,chr_a,30km,1999,seawifs
Usubetsu,15,0.547057,0.052717,chr_a,30km,1999,seawifs
Kenichi,7,0.505128,0.099151,chr_a,30km,1999,seawifs
Toppu,7,1.149733,0.618733,chr_a,30km,1999,seawifs
Hime,0,NA,NA,chr_a,30km,1999,seawifs
Ishizaki,19,0.428181,0.096609,chr_a,30km,1999,seawifs
Ookamotsu,18,0.465056,0.053266,chr_a,30km,1999,seawifs
Kokamotsu,0,NA,NA,chr_a,30km,1999,seawifs
Mogusa,2,0.449545,0.017559,chr_a,30km,1999,seawifs
Oyobe,10,0.472522,0.054982,chr_a,30km,1999,seawifs
Shiotomari,27,0.702478,0.194035,chr_a,30km,1999,seawifs
Haraki,13,0.670482,0.06785,chr_a,30km,1999,seawifs
Hidakahorobetsu,28,1.099712,0.22647,chr_a,30km,1999,seawifs
Nikanbetsu,16,1.656819,0.426542,chr_a,30km,1999,seawifs
Utabetsu,10,1.469604,0.26007,chr_a,30km,1999,seawifs
